session_id,model_type,turn_count,therapist_turns,patient_turns,word_count,char_count,parsing_status,num_missing_act_fm,num_missing_tes,act_fm_consistent_aware,act_fm_consistent_engaged,act_fm_consistent_open,act_fm_consistent_stance,act_fm_inconsistent_aware,act_fm_inconsistent_engaged,act_fm_inconsistent_open,act_fm_inconsistent_stance,act_fm_total_consistency,act_fm_total_inconsistency,tes_total_empathy_mean,act_fm_item_1,act_fm_item_10,act_fm_item_11,act_fm_item_12,act_fm_item_13,act_fm_item_14,act_fm_item_15,act_fm_item_16,act_fm_item_17,act_fm_item_18,act_fm_item_19,act_fm_item_2,act_fm_item_20,act_fm_item_21,act_fm_item_22,act_fm_item_23,act_fm_item_24,act_fm_item_25,act_fm_item_3,act_fm_item_4,act_fm_item_5,act_fm_item_6,act_fm_item_7,act_fm_item_8,act_fm_item_9,tes_item_1,tes_item_2,tes_item_3,tes_item_4,tes_item_5,tes_item_6,tes_item_7,tes_item_8,tes_item_9
149,orpo,51,25,26,2892,16697,OK,0,0,7,6,9,7.5,1,0,0,1,29.5,2,4.444444444444445,2,3,0,0,0,3,2,2,0,0,1,3,2,2,2,0,0,0,2,3,0,0,1,3,3,5,4,4,4,5,4,4,5,5
14,orpo,51,25,26,2713,15040,OK,0,0,8,8,9,9.0,0,0,0,0,34.0,0,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,3,3,2,0,0,0,3,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
150,orpo,51,25,26,2537,13808,OK,0,0,8,8,9,7.5,2,0,1,3,32.5,6,5.666666666666667,2,3,1,0,0,3,3,2,1,0,1,3,3,3,2,0,0,0,2,3,0,1,2,3,3,6,5,5,6,6,6,6,5,6
15,orpo,51,25,26,3527,19349,OK,0,0,8,8,9,7.5,1,0,0,2,32.5,3,5.666666666666667,2,3,0,0,0,3,3,2,0,0,1,3,3,3,2,0,0,0,2,3,1,0,1,3,3,5,5,6,5,6,6,6,6,6
16,orpo,51,25,26,5597,30056,OK,0,0,9,9,9,8.25,3,1,1,4,35.25,9,6.0,2,3,1,0,0,3,3,3,1,0,2,3,3,3,3,0,1,0,3,3,1,1,2,3,3,6,6,6,6,6,6,6,6,6
17,orpo,51,25,26,2852,16326,OK,0,0,7,4,6,6.0,2,0,0,1,23.0,3,5.222222222222222,2,2,0,0,0,3,3,1,1,0,1,2,2,1,1,0,0,0,1,3,0,0,1,2,2,6,4,5,5,6,5,6,5,5
18,orpo,51,25,26,2425,12994,OK,0,0,5,4,4,6.75,5,5,4,6,19.75,20,4.444444444444445,3,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,5,4,4,5,4,5,4,4,5
19,orpo,51,25,26,3074,17355,OK,0,0,8,7,9,8.25,1,0,0,0,32.25,1,6.777777777777778,3,3,0,0,0,3,3,2,0,0,1,3,3,2,2,0,0,0,2,3,0,0,0,3,3,7,6,6,7,7,7,7,7,7
1,orpo,51,25,26,3454,19165,OK,0,0,8,8,8,7.5,1,0,1,1,31.5,3,5.888888888888889,2,2,0,0,1,3,3,2,0,0,1,3,3,3,2,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
20,orpo,51,25,26,3669,19788,OK,0,0,9,9,9,9.0,0,0,0,1,36.0,1,6.777777777777778,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,1,3,3,7,6,7,7,7,6,7,7,7
21,orpo,51,25,26,3421,18804,OK,0,0,5,6,6,5.25,0,0,0,1,22.25,1,4.777777777777778,2,2,0,0,0,2,2,1,0,0,0,2,2,2,2,0,0,0,1,2,0,0,1,2,2,5,4,4,5,5,5,5,5,5
22,orpo,51,25,26,2651,14408,OK,0,0,8,7,8,8.25,3,1,2,2,31.25,8,5.888888888888889,2,3,1,0,1,3,3,2,1,0,2,3,2,3,2,0,1,0,3,3,0,1,1,2,3,6,5,6,6,6,6,6,6,6
23,orpo,51,25,26,5043,30644,OK,0,0,8,9,9,7.5,1,0,0,1,33.5,2,5.777777777777778,2,3,0,0,0,3,3,2,0,0,1,3,3,3,3,0,0,0,2,3,0,0,1,3,3,6,5,5,6,6,6,6,6,6
24,orpo,51,25,26,5582,31059,OK,0,0,6,6,6,6.0,5,4,4,5,24.0,18,4.777777777777778,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,5,4,5,5,4,5,5,5,5
25,orpo,51,25,26,3881,22059,OK,0,0,7,5,9,8.25,0,0,0,0,29.25,0,5.777777777777778,3,3,0,0,0,3,2,2,0,0,0,3,3,1,1,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,5,6,6,6
26,orpo,51,25,26,3714,21089,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
27,orpo,51,25,26,4886,27087,OK,0,0,6,6,6,7.5,1,1,0,3,25.5,5,5.777777777777778,3,2,0,0,0,2,2,2,0,0,1,2,2,2,2,0,1,0,3,2,1,0,2,2,2,6,5,5,6,6,6,6,6,6
28,orpo,51,25,26,2960,16199,OK,0,0,8,5,9,7.5,1,0,0,1,29.5,2,5.888888888888889,2,3,0,0,0,3,3,2,0,0,1,3,2,2,1,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
29,orpo,51,25,26,2958,17653,OK,0,0,8,5,8,8.25,1,0,0,1,29.25,2,5.888888888888889,3,3,0,0,0,3,3,2,0,0,1,3,2,2,1,0,0,0,2,3,0,0,1,2,3,6,5,6,6,6,6,6,6,6
2,orpo,51,25,26,3056,15927,OK,0,0,7,9,8,8.25,0,0,0,1,32.25,1,6.666666666666667,3,3,0,0,0,3,2,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,1,2,3,7,6,6,7,7,6,7,7,7
30,orpo,51,25,26,2255,12204,OK,0,0,5,4,6,5.25,5,5,4,5,20.25,19,4.444444444444445,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,5,4,4,5,4,5,5,4,4
31,orpo,51,25,26,2380,12853,OK,0,0,8,9,9,8.25,0,0,0,1,34.25,1,6.0,3,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,6,7,6
32,orpo,51,25,26,3322,17983,OK,0,0,6,8,8,5.25,2,1,1,2,27.25,6,5.111111111111111,2,3,1,0,0,3,2,1,1,0,1,2,3,3,2,0,1,0,1,2,0,1,1,2,3,5,4,5,5,6,5,6,5,5
33,orpo,51,25,26,3013,16960,OK,0,0,8,8,9,8.25,1,0,0,1,33.25,2,5.888888888888889,3,3,0,0,0,3,3,2,0,0,1,3,3,3,2,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
34,orpo,51,25,26,4768,27588,OK,0,0,5,4,5,3.75,5,3,4,8,17.75,20,2.4444444444444446,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,3,2,3,2,2,3,3,2,3,3,2,2,2,2
35,orpo,51,25,26,2825,16047,OK,0,0,9,8,9,8.25,0,0,0,0,34.25,0,6.777777777777778,3,3,0,0,0,3,3,3,0,0,0,3,3,2,3,0,0,0,2,3,0,0,0,3,3,7,6,6,7,7,7,7,7,7
36,orpo,51,25,26,2448,13632,OK,0,0,8,9,9,8.25,0,0,0,0,34.25,0,6.0,3,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,3,3,6,6,6,6,6,6,6,6,6
37,orpo,51,25,26,2802,15409,OK,0,0,8,9,9,8.25,1,0,0,1,34.25,2,5.888888888888889,2,3,0,0,0,3,3,2,0,0,1,3,3,3,3,0,0,0,3,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
38,orpo,51,25,26,3595,20642,OK,0,0,6,6,7,6.0,1,0,0,1,25.0,2,5.555555555555555,2,2,0,0,0,2,2,2,0,0,1,3,2,2,2,0,0,0,1,2,0,0,1,2,3,6,5,5,6,6,5,6,5,6
39,orpo,51,25,26,3279,18255,OK,0,0,8,7,9,8.25,0,0,0,1,32.25,1,6.666666666666667,3,3,0,0,0,3,3,2,0,0,0,3,3,2,2,0,0,0,2,3,0,0,1,3,3,7,6,6,6,7,7,7,7,7
3,orpo,51,25,26,3519,18982,OK,0,0,7,4,7,7.5,2,1,1,3,25.5,7,4.666666666666667,2,2,1,0,0,3,2,2,1,0,1,3,2,1,1,0,1,0,2,3,1,1,1,2,3,5,4,5,5,4,5,5,4,5
40,orpo,51,25,26,3089,18398,OK,0,0,8,7,9,8.25,0,0,0,0,32.25,0,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,3,2,2,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
41,orpo,51,25,26,3855,22544,OK,0,0,9,8,9,9.0,0,0,0,0,35.0,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,2,0,0,0,3,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
42,orpo,51,25,26,3362,19285,OK,0,0,8,9,8,8.25,0,0,0,0,33.25,0,6.333333333333333,3,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,2,3,6,5,6,6,7,6,7,7,7
43,orpo,51,25,26,3363,17901,OK,0,0,9,9,9,8.25,0,0,0,0,35.25,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
44,orpo,51,25,26,4042,24142,OK,0,0,8,9,9,8.25,1,0,0,1,34.25,2,6.333333333333333,3,3,0,0,0,3,3,2,0,0,1,3,3,3,3,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,7,7,7,7
45,orpo,51,25,26,3589,19046,OK,0,0,5,5,6,5.25,2,1,1,2,21.25,6,4.333333333333333,2,2,1,0,0,2,2,1,1,0,1,2,2,2,1,0,1,0,1,2,0,1,1,2,2,5,4,4,5,4,5,4,4,4
46,orpo,51,25,26,3549,20424,OK,0,0,8,9,9,9.0,0,0,0,0,35.0,0,6.777777777777778,3,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,6,6,7,7,7,7,7,7
47,orpo,51,25,26,3295,18179,OK,0,0,5,6,6,5.25,2,2,2,3,22.25,9,4.333333333333333,2,2,1,0,1,2,2,1,1,0,1,2,2,2,2,0,1,1,1,2,1,1,1,2,2,5,4,4,5,4,5,4,4,4
48,orpo,51,25,26,4497,24666,OK,0,0,6,6,8,6.75,1,1,0,3,26.75,5,5.666666666666667,3,3,0,0,0,3,2,1,0,0,1,2,2,3,1,0,1,0,1,3,1,0,2,2,3,6,5,6,6,5,6,6,6,5
49,orpo,51,25,26,5008,27769,OK,0,0,8,9,8,8.25,0,0,0,0,33.25,0,5.777777777777778,3,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,2,3,6,5,5,6,6,6,6,6,6
4,orpo,51,25,26,7736,43037,OK,0,0,8,9,9,7.5,1,0,0,2,33.5,3,5.888888888888889,2,3,0,0,0,3,3,2,0,0,1,3,3,3,3,0,0,0,2,3,1,0,1,3,3,6,5,6,6,6,6,6,6,6
50,orpo,51,25,26,3460,19014,OK,0,0,5,4,6,6.0,2,1,2,4,21.0,9,4.444444444444445,2,2,1,0,1,2,2,1,1,0,1,2,2,1,1,0,1,0,2,2,1,1,2,2,2,5,4,4,5,4,5,5,4,4
51,orpo,51,25,26,3165,18024,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
52,orpo,51,25,26,3817,20943,OK,0,0,5,4,7,5.25,1,0,0,1,21.25,2,5.111111111111111,2,2,0,0,0,2,2,1,0,0,1,2,2,1,1,0,0,0,1,2,0,0,1,2,3,5,4,5,5,6,5,5,6,5
53,orpo,51,25,26,3699,20981,OK,0,0,8,7,8,7.5,3,2,3,3,30.5,11,6.666666666666667,2,2,1,1,1,3,3,2,1,1,1,3,3,2,2,0,1,1,2,3,1,1,1,3,3,7,6,6,7,7,6,7,7,7
54,orpo,51,25,26,2520,13861,OK,0,0,7,4,8,8.25,0,0,0,1,27.25,1,5.777777777777778,3,3,0,0,0,3,2,2,0,0,0,3,2,1,1,0,0,0,2,3,0,0,1,2,3,6,5,5,6,6,6,6,6,6
55,orpo,51,25,26,3010,16626,OK,0,0,7,4,6,5.25,2,0,0,1,22.25,3,4.888888888888889,2,2,0,0,0,3,2,2,1,0,1,2,2,1,1,0,0,0,1,2,0,0,1,2,2,5,4,5,5,5,5,5,5,5
56,orpo,51,25,26,3459,18782,OK,0,0,8,4,8,7.5,0,0,0,3,27.5,3,6.111111111111111,2,3,0,0,0,3,3,2,0,0,0,3,2,1,1,0,0,0,2,3,1,1,1,2,3,6,5,6,6,7,6,6,7,6
57,orpo,51,25,26,3105,17837,OK,0,0,8,9,9,8.25,2,1,2,4,34.25,9,4.777777777777778,3,3,1,0,1,3,3,2,1,0,1,3,3,3,3,0,1,0,2,3,1,1,2,3,3,5,4,4,5,5,5,5,5,5
58,orpo,51,25,26,3562,19652,OK,0,0,5,7,5,5.25,2,1,1,2,22.25,6,4.555555555555555,2,2,1,0,0,2,2,1,1,0,1,2,2,3,2,0,1,0,1,2,0,1,1,1,2,5,4,4,5,4,5,4,5,5
59,orpo,51,25,26,2712,14728,OK,0,0,6,6,6,6.0,2,1,2,3,24.0,8,4.444444444444445,2,2,1,0,1,2,2,2,1,0,1,2,2,2,2,0,1,0,2,2,1,1,1,2,2,5,4,4,5,4,5,5,4,4
5,orpo,51,25,26,2857,15434,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.0,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,6,6,6,6,6,6,6,6,6
60,orpo,51,25,26,3044,16928,OK,0,0,8,9,9,8.25,0,0,0,1,34.25,1,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
61,orpo,51,25,26,5115,28325,OK,0,0,5,6,5,4.5,5,4,3,6,20.5,18,4.333333333333333,2,1,2,0,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,5,4,4,5,4,5,4,4,4
62,orpo,51,25,26,3244,18116,OK,0,0,8,4,8,6.75,0,0,0,1,26.75,1,5.0,3,2,0,0,0,3,3,2,0,0,0,3,2,1,1,0,0,0,1,2,0,0,1,3,3,6,4,5,5,5,5,5,5,5
63,orpo,51,25,26,2357,13062,OK,0,0,8,4,8,7.5,0,0,0,1,27.5,1,5.777777777777778,3,2,0,0,0,3,3,2,0,0,0,3,2,1,1,0,0,0,1,3,0,0,1,3,3,6,5,5,6,6,6,6,6,6
64,orpo,51,25,26,2859,15470,OK,0,0,7,7,8,8.25,1,0,0,0,30.25,1,5.888888888888889,3,3,0,0,0,3,2,2,0,0,1,3,3,1,3,0,0,0,2,3,0,0,0,2,3,6,5,6,6,6,6,6,6,6
65,orpo,51,25,26,4982,28374,OK,0,0,6,6,7,6.0,1,0,0,1,25.0,2,5.777777777777778,2,3,0,0,0,2,2,2,0,0,1,2,2,2,2,0,0,0,2,2,0,0,1,2,2,6,5,5,6,6,6,6,6,6
66,orpo,51,25,26,4984,26796,OK,0,0,6,6,6,6.0,2,2,2,3,24.0,9,4.666666666666667,2,2,1,0,1,2,2,2,1,0,1,2,2,2,2,0,1,1,2,2,1,1,1,2,2,5,4,4,5,5,5,5,5,4
67,orpo,51,25,26,2698,14443,OK,0,0,7,6,7,6.75,1,0,0,1,26.75,2,5.666666666666667,2,2,0,0,0,3,2,2,0,0,1,3,2,2,2,0,0,0,2,2,0,0,1,2,3,6,5,5,6,6,6,6,6,5
68,orpo,51,25,26,3759,20665,OK,0,0,5,7,6,5.25,2,2,2,4,23.25,10,4.666666666666667,2,2,1,0,1,2,2,1,1,0,1,2,2,3,2,0,1,1,1,2,1,1,2,2,2,5,4,5,5,4,5,4,5,5
69,orpo,51,25,26,3742,20341,OK,0,0,6,5,6,6.0,5,1,1,2,23.0,9,4.111111111111111,2,2,0,0,1,3,2,1,2,1,2,3,2,2,1,0,1,0,1,2,0,1,1,2,2,4,4,4,4,4,5,4,4,4
6,orpo,51,25,26,3335,17727,OK,0,0,7,9,8,8.25,0,0,0,0,32.25,0,6.777777777777778,3,3,0,0,0,3,2,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,2,3,7,6,7,7,6,7,7,7,7
70,orpo,51,25,26,3140,17033,OK,0,0,6,6,6,6.0,3,3,3,4,24.0,13,4.555555555555555,3,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,5,4,4,5,5,5,4,4,5
71,orpo,51,25,26,3171,16908,OK,0,0,8,8,9,7.5,2,1,1,3,32.5,7,5.888888888888889,3,3,1,0,0,3,3,2,1,0,1,3,3,3,2,0,1,0,2,2,1,1,1,3,3,6,6,5,6,6,6,6,6,6
72,orpo,51,25,26,4783,26765,OK,0,0,5,6,5,5.25,5,5,4,5,21.25,19,4.444444444444445,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,5,4,4,5,4,5,4,4,5
73,orpo,51,25,26,2600,13787,OK,0,0,8,7,8,7.5,2,2,2,3,30.5,9,5.777777777777778,2,3,1,0,1,3,3,2,1,0,1,3,3,2,2,0,1,1,2,3,1,1,1,2,3,6,5,5,6,5,6,6,7,6
74,orpo,51,25,26,3722,20506,OK,0,0,8,6,8,7.5,2,1,1,3,29.5,7,5.888888888888889,3,2,1,0,0,3,3,2,1,0,1,3,2,2,2,0,1,0,2,2,1,1,1,3,3,6,5,6,6,6,6,6,6,6
75,orpo,51,25,26,3947,22085,OK,0,0,9,9,9,9.0,0,0,0,1,36.0,1,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,1,3,3,7,6,7,7,7,7,7,7,7
76,orpo,51,25,26,3329,18948,OK,0,0,6,6,6,6.0,0,0,0,1,24.0,1,4.777777777777778,2,2,0,0,0,2,2,2,0,0,0,2,2,2,2,0,0,0,2,2,0,0,1,2,2,5,4,4,5,5,5,5,5,5
77,orpo,51,25,26,3197,17413,OK,0,0,8,8,9,8.25,1,0,0,1,33.25,2,5.888888888888889,3,3,0,0,0,3,3,2,0,0,1,3,2,3,3,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
78,orpo,51,25,26,2466,13188,OK,0,0,7,5,8,6.75,1,0,0,1,26.75,2,5.222222222222222,2,2,0,0,0,3,2,2,0,0,1,3,2,2,1,0,0,0,2,2,0,0,1,3,3,5,4,5,5,5,6,6,6,5
79,orpo,51,25,26,2757,16462,OK,0,0,8,9,9,8.25,0,0,0,0,34.25,0,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
7,orpo,51,25,26,3247,17477,OK,0,0,8,8,9,8.25,1,1,0,2,33.25,4,5.888888888888889,3,3,0,0,0,3,3,2,0,0,1,3,3,3,2,0,1,0,2,3,1,0,1,3,3,6,6,5,6,6,6,6,6,6
80,orpo,51,25,26,3760,20655,OK,0,0,8,8,9,7.5,1,0,0,4,32.5,5,5.777777777777778,2,3,0,0,0,3,3,2,0,0,1,3,3,3,2,0,0,0,2,3,1,1,2,3,3,5,5,6,6,6,6,6,6,6
81,orpo,51,25,26,4126,23930,OK,0,0,9,9,9,8.25,0,0,0,0,35.25,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
82,orpo,51,25,26,2504,13513,OK,0,0,8,8,9,8.25,0,0,0,0,33.25,0,5.777777777777778,3,3,0,0,0,3,3,2,0,0,0,3,3,3,2,0,0,0,2,3,0,0,0,3,3,6,5,5,6,6,6,6,6,6
83,orpo,51,25,26,3892,21978,OK,0,0,8,3,8,7.5,0,0,0,0,26.5,0,5.888888888888889,2,2,0,0,0,3,3,2,0,0,0,3,2,1,0,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
84,orpo,51,25,26,3859,21109,OK,0,0,7,9,8,8.25,0,0,0,2,32.25,2,6.777777777777778,3,3,0,0,0,3,2,2,0,0,0,3,3,3,3,0,0,0,2,3,1,0,1,2,3,7,6,6,7,7,7,7,7,7
85,orpo,51,25,26,3187,17564,OK,0,0,5,5,6,6.0,3,1,2,4,22.0,10,4.555555555555555,3,2,1,0,1,2,2,1,1,1,1,2,2,2,1,0,1,0,1,2,1,1,2,2,2,5,4,4,5,4,5,5,4,5
86,orpo,44,22,22,3203,18980,OK,0,0,7,6,8,7.5,1,0,0,1,28.5,2,5.666666666666667,2,3,0,0,0,3,2,2,0,0,1,3,2,2,2,0,0,0,2,3,0,0,1,2,3,6,5,5,6,5,6,6,6,6
87,orpo,51,25,26,2774,15528,OK,0,0,8,6,7,6.0,2,1,0,4,27.0,7,4.777777777777778,2,2,0,0,0,3,3,2,1,0,1,3,2,2,2,0,1,0,1,2,1,1,2,2,3,5,4,4,5,5,5,5,5,5
88,orpo,51,25,26,4101,22984,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.777777777777778,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,6,6,7,7,7,7,7,7
89,orpo,51,25,26,3760,20548,OK,0,0,7,5,9,6.0,2,0,0,1,27.0,3,5.444444444444445,1,3,0,0,0,3,3,1,1,0,1,3,2,2,1,0,0,0,2,2,0,0,1,3,3,6,5,5,5,6,5,5,6,6
8,orpo,51,25,26,2524,13824,OK,0,0,8,7,8,7.5,0,0,0,2,30.5,2,5.777777777777778,3,3,0,0,0,3,3,2,0,0,0,3,3,2,2,0,0,0,2,2,0,1,1,2,3,6,5,5,6,6,6,6,6,6
90,orpo,51,25,26,2535,15050,OK,0,0,8,4,9,8.25,0,0,0,0,29.25,0,6.666666666666667,3,3,0,0,0,3,3,2,0,0,0,3,2,1,1,0,0,0,2,3,0,0,0,3,3,7,6,6,6,7,7,7,7,7
91,orpo,51,25,26,3375,19473,OK,0,0,8,8,9,9.0,3,2,2,3,34.0,10,6.0,3,3,1,0,1,3,3,2,1,1,1,3,3,3,2,0,1,1,3,3,1,1,1,3,3,6,6,6,6,6,6,6,6,6
92,orpo,51,25,26,3579,20464,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
93,orpo,51,25,26,2715,14946,OK,0,0,8,9,9,8.25,1,1,2,4,34.25,8,6.111111111111111,3,3,1,0,1,3,3,2,0,0,1,3,3,3,3,0,1,0,2,3,1,1,2,3,3,6,6,5,6,6,7,6,6,7
94,orpo,51,25,26,3993,21873,OK,0,0,3,4,5,6.0,6,2,3,4,18.0,15,4.222222222222222,2,2,2,0,1,2,1,0,2,1,3,2,1,2,1,0,2,0,2,2,1,1,2,1,2,5,4,4,5,4,4,4,4,4
95,orpo,51,25,26,3493,20505,OK,0,0,9,9,9,8.25,0,0,0,0,35.25,0,6.111111111111111,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,7,7,6
96,orpo,38,19,19,1891,10275,OK,0,0,8,8,8,8.25,0,0,0,0,32.25,0,5.777777777777778,3,3,0,0,0,3,3,2,0,0,0,3,3,2,3,0,0,0,2,3,0,0,0,2,3,6,5,5,6,6,6,6,6,6
97,orpo,51,25,26,3135,17397,OK,0,0,8,9,8,8.25,1,1,0,2,33.25,4,6.0,3,3,0,0,0,3,3,2,0,0,1,3,3,3,3,0,1,0,2,3,1,0,1,2,3,6,5,6,6,7,6,6,6,6
98,orpo,51,25,26,3223,17246,OK,0,0,7,8,8,7.5,0,0,0,2,30.5,2,5.888888888888889,2,3,0,0,0,3,2,2,0,0,0,3,2,3,3,0,0,0,2,3,1,0,1,2,3,6,5,6,6,6,6,6,6,6
99,orpo,51,25,26,4685,28809,OK,0,0,9,9,9,9.0,1,0,0,2,36.0,3,6.111111111111111,3,3,0,0,0,3,3,3,0,0,1,3,3,3,3,0,0,0,3,3,0,1,1,3,3,6,6,6,6,6,7,6,6,6
9,orpo,51,25,26,3925,22940,OK,0,0,9,9,9,7.5,1,0,0,3,34.5,4,5.555555555555555,2,3,0,0,0,3,3,3,0,0,1,3,3,3,3,0,0,0,2,3,1,1,1,3,3,5,5,5,5,6,6,6,6,6
100,orpo_no_COT,51,25,26,6724,36603,OK,0,0,5,6,6,6.75,3,2,2,3,23.75,10,5.555555555555555,3,2,1,0,1,2,2,1,1,0,2,2,2,2,2,0,1,1,2,2,1,1,1,2,2,5,6,5,5,6,6,6,5,6
101,orpo_no_COT,51,25,26,4061,22371,OK,0,0,9,9,9,9.0,1,0,0,1,36.0,2,7.0,3,3,0,0,0,3,3,3,0,0,1,3,3,3,3,0,0,0,3,3,0,0,1,3,3,7,7,7,7,7,7,7,7,7
102,orpo_no_COT,51,25,26,4956,27225,OK,0,0,5,4,6,5.25,4,4,3,4,20.25,15,4.333333333333333,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,5,4,4,5,4,4,4,4,5
103,orpo_no_COT,51,25,26,2541,13592,OK,0,0,8,3,9,8.25,0,0,0,0,28.25,0,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,2,1,0,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
104,orpo_no_COT,51,25,26,3259,17679,OK,0,0,5,4,6,6.75,3,2,3,4,21.75,12,4.666666666666667,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,0,1,1,2,3,1,1,2,2,2,5,4,4,4,5,5,5,5,5
105,orpo_no_COT,51,25,26,3054,16527,OK,0,0,5,1,5,5.25,5,3,4,5,16.25,17,3.5555555555555554,2,2,2,0,2,2,2,1,2,0,3,2,1,0,0,0,2,1,1,2,1,2,2,1,2,4,3,4,4,3,3,4,3,4
106,orpo_no_COT,51,25,26,4435,23466,OK,0,0,6,6,6,6.75,3,1,0,3,24.75,7,5.555555555555555,3,2,0,0,0,2,2,2,1,1,1,2,2,2,2,0,1,0,2,2,1,1,1,2,2,6,5,5,6,5,6,5,6,6
107,orpo_no_COT,51,25,26,2973,15676,OK,0,0,8,7,9,7.5,1,0,0,2,31.5,3,5.888888888888889,2,3,0,0,0,3,3,2,0,0,1,3,3,2,2,0,0,0,2,3,0,1,1,3,3,6,5,6,6,6,6,6,6,6
108,orpo_no_COT,51,25,26,2977,15975,OK,0,0,7,5,8,8.25,0,0,0,1,28.25,1,5.888888888888889,3,3,0,0,0,3,2,2,0,0,0,3,2,2,1,0,0,0,2,3,0,0,1,2,3,6,5,6,6,6,6,6,6,6
109,orpo_no_COT,51,25,26,3385,17990,OK,0,0,5,6,7,6.75,2,0,0,2,24.75,4,5.888888888888889,2,2,0,0,0,2,2,1,1,0,1,2,2,2,2,0,0,0,3,2,0,1,1,2,3,6,5,6,6,6,6,6,6,6
